64800.0	2408265.0	2501111.01
64800.0	2408265.00707	2501111.00707
64800.0	2408265.01	2501111.0
64800.0	2408265.00707	2501110.99293
64800.0	2408265.0	2501110.99
64800.0	2408264.99293	2501110.99293
64800.0	2408264.99	2501111.0
64800.0	2408264.99293	2501111.00707
64800.0	2408265.0	2501111.01
64800.006	2408265.000000373	2501111.010001322
64800.006	2408265.000001912	2501111.010001345
64800.006	2408265.0070723775	2501111.0070710406
64800.006	2408265.0100026205	2501111.000000682
64800.006	2408265.0100026117	2501110.9999998817
64800.006	2408265.0070723086	2501110.9929294377
64800.006	2408265.0000017094	2501110.989999044
64800.006	2408265.0000001704	2501110.989999021
64800.006	2408264.992929705	2501110.9929293254
64800.006	2408264.989999462	2501110.999999684
64800.006	2408264.9899994708	2501111.0000004843
64800.006	2408264.992929774	2501111.0070709283
64800.006	2408265.000000373	2501111.010001322
64800.06	2408265.0000068997	2501111.010013773
64800.06	2408265.0000154404	2501111.0100138774
64800.06	2408265.0070929355	2501111.007080048
64800.06	2408265.010025784	2501111.000004909
64800.06	2408265.0100257467	2501111.0000006547
64800.06	2408265.007092268	2501110.9929245748
64800.06	2408265.0000131843	2501110.989989766
64800.06	2408265.0000046436	2501110.9899896616
64800.06	2408264.9929271485	2501110.992923491
64800.06	2408264.9899943	2501110.99999863
64800.06	2408264.9899943373	2501111.0000028843
64800.06	2408264.9929278158	2501111.0070789643
64800.06	2408265.0000068997	2501111.010013773
64893.03	2408265.011366804	2501111.0316078505
64893.03	2408265.023512221	2501111.031731522
64893.03	2408265.0427356134	2501111.02269422
64893.03	2408265.05018263	2501111.0073480005
64893.03	2408265.050139813	2501111.0013563414
64893.03	2408265.041698039	2501110.9844924584
64893.03	2408265.019864532	2501110.973894201
64893.03	2408265.0077191154	2501110.9737705295
64893.03	2408264.988495723	2501110.982807832
64893.03	2408264.9810487065	2501110.998154051
64893.03	2408264.981091523	2501111.0041457103
64893.03	2408264.9895332973	2501111.0210095933
64893.03	2408265.011366804	2501111.0316078505
64999.247	2408265.1566650635	2501111.3140284214
64999.247	2408265.3920228574	2501111.316140555
64999.247	2408265.6065873993	2501111.206556967
64999.247	2408265.685651075	2501111.0669883764
64999.247	2408265.6848689346	2501110.961627524
64999.247	2408265.6028383826	2501110.8192918114
64999.247	2408265.3853269536	2501110.7054411797
64999.247	2408265.1499691596	2501110.7033290463
64999.247	2408264.935404618	2501110.812912634
64999.247	2408264.856340942	2501110.9524812247
64999.247	2408264.8571230825	2501111.057842077
64999.247	2408264.9391536345	2501111.2001777897
64999.247	2408265.1566650635	2501111.3140284214
65158.911	2408265.95732556	2501112.9168423126
65158.911	2408268.701172214	2501112.8762617516
65158.911	2408271.89964125	2501111.199743662
65158.911	2408272.977346682	2501109.490761597
65158.911	2408272.985365512	2501108.4210163536
65158.911	2408272.4255284965	2501107.488433551
65158.911	2408270.9821291706	2501106.740702998
65158.911	2408268.2382825166	2501106.781283559
65158.911	2408265.039813481	2501108.4578016484
65158.911	2408263.9621080486	2501110.1667837133
65158.911	2408263.9540892188	2501111.236528957
65158.911	2408264.513926234	2501112.1691117594
65158.911	2408265.95732556	2501112.9168423126
65446.606999999996	2408265.95732556	2501112.9168423126
65446.606999999996	2408268.701172214	2501112.8762617516
65446.606999999996	2408302.503233749	2501104.1663069827
65446.606999999996	2408310.382640494	2501092.7974738395
65446.606999999996	2408310.5627625547	2501087.7836171747
65446.606999999996	2408308.611611443	2501084.541584831
65446.606999999996	2408303.8193090004	2501082.126850065
65446.606999999996	2408291.7007217063	2501082.683898713
65446.606999999996	2408265.039813481	2501108.4578016484
65446.606999999996	2408263.9621080486	2501110.1667837133
65446.606999999996	2408263.9540892188	2501111.236528957
65446.606999999996	2408264.513926234	2501112.1691117594
65446.606999999996	2408265.95732556	2501112.9168423126
66646.607	2408265.95732556	2501112.9168423126
66646.607	2408268.701172214	2501112.8762617516
66646.607	2408340.000098897	2501098.550850823
66646.607	2408423.241089504	2501043.4844204923
66646.607	2408506.4820801113	2500988.417990161
66646.607	2408506.748034276	2500963.8375374605
66646.607	2408499.2663425887	2500950.318130565
66646.607	2408482.4798756884	2500939.9036275316
66646.607	2408411.193311127	2500944.530611064
66646.607	2408338.116562304	2501026.494206356
66646.607	2408265.039813481	2501108.4578016484
66646.607	2408263.9621080486	2501110.1667837133
66646.607	2408263.9540892188	2501111.236528957
66646.607	2408264.513926234	2501112.1691117594
66646.607	2408265.95732556	2501112.9168423126
67846.607	2408265.95732556	2501112.9168423126
67846.607	2408268.701172214	2501112.8762617516
67846.607	2408340.000098897	2501098.550850823
67846.607	2408440.929889042	2501054.7200398883
67846.607	2408541.859679187	2501010.889228954
67846.607	2408599.2032803986	2500956.9477752675
67846.607	2408649.6016686177	2500855.8893116564
67846.607	2408700.000056837	2500754.8308480456
67846.607	2408695.333274728	2500720.00003285
67846.607	2408672.3604646795	2500720.0000167647
67846.607	2408651.4507841435	2500717.9663400045
67846.607	2408531.868424532	2500799.4237728994
67846.607	2408483.9013271425	2500854.930042062
67846.607	2408435.934229753	2500910.4363112245
67846.607	2408340.0000349735	2501021.448849549
67846.607	2408265.039813481	2501108.4578016484
67846.607	2408263.9621080486	2501110.1667837133
67846.607	2408263.9540892188	2501111.236528957
67846.607	2408264.513926234	2501112.1691117594
67846.607	2408265.95732556	2501112.9168423126
69046.607	2408265.95732556	2501112.9168423126
69046.607	2408268.701172214	2501112.8762617516
69046.607	2408340.000098897	2501098.550850823
69046.607	2408440.929889042	2501054.7200398883
69046.607	2408534.9539856426	2501017.515664753
69046.607	2408628.978082243	2500980.311289618
69046.607	2408659.915063879	2500899.9999315864
69046.607	2408649.6016686177	2500855.8893116564
69046.607	2408700.000056837	2500754.8308480456
69046.607	2408695.333673036	2500720.0000343756
69046.607	2408698.1775729395	2500698.144694973
69046.607	2408658.3859364768	2500697.850160238
69046.607	2408570.2890657065	2500711.0252109347
69046.607	2408527.0951964245	2500782.9776264983
69046.607	2408483.9013271425	2500854.930042062
69046.607	2408435.934229753	2500910.4363112245
69046.607	2408340.0000349735	2501021.448849549
69046.607	2408265.039813481	2501108.4578016484
69046.607	2408263.9621080486	2501110.1667837133
69046.607	2408263.9540892188	2501111.236528957
69046.607	2408264.513926234	2501112.1691117594
69046.607	2408265.95732556	2501112.9168423126
70246.607	2408265.95732556	2501112.9168423126
70246.607	2408268.701172214	2501112.8762617516
70246.607	2408340.000098897	2501098.550850823
70246.607	2408440.929889042	2501054.7200398883
70246.607	2408563.740024412	2501019.1773540806
70246.607	2408657.7641210123	2500981.9729789454
70246.607	2408709.250277898	2500899.9999271487
70246.607	2408659.915063879	2500899.9999315864
70246.607	2408649.6016686177	2500855.8893116564
